message_id,date,text,media
33980,2026-03-27 14:06:51+00:00,Vendo TSLA en 363.99$ en zona de antiguos minimos de día,
33788,2026-03-20 14:28:44+00:00,"Vendo TSLA en 372,80$ justo en esa media para asegurar un 0.5% de profit y cerrar el día con más de 1% de profit",
33775,2026-03-20 13:50:22+00:00,"Vendo TSLA en 375,74$ asegurando un 0.6% de profit",
33745,2026-03-19 14:37:08+00:00,"Vendo TSLA en 382,63$ asegurando justo en la EMA45 en 1min y así poder cerrar el día con +1.5% de profit",
33736,2026-03-19 13:55:53+00:00,"Vendo TSLA en 383,92$ asegurando mas de un 0.8% de profit",
33588,2026-03-13 15:11:00+00:00,"Vendo TSLA en 394,79$ en zona de resistencia",
33429,2026-03-09 14:26:24+00:00,Vendo TSLA en 384.71$ asegurando casi  un +0.8% de profit antes de llegar a la EMA45 en 1min,
33418,2026-03-09 14:07:04+00:00,Vendo TSLA en breakeven para liberar riesgo,
33361,2026-03-06 15:01:43+00:00,"Vendo TSLA en 397,74$ justo en la EMA45 en 1min asegurando un +0,7% de profit",
33138,2026-02-27 14:52:20+00:00,"Vendo TSLA en 403,93$ asegurando un 0.5% de profit",
32940,2026-02-23 16:58:50+00:00,Vendo TSLA en 398.96$,
32910,2026-02-23 15:22:45+00:00,"Vendo TSLA en 404,62$ tras rechazar la EMA45 en 1min",
32760,2026-02-17 15:50:07+00:00,"Vendo TSLA en 404,21$ asegurando un 0,7% de profit",
32742,2026-02-17 15:21:32+00:00,Vendo TSLA en breakeven,
32600,2026-02-12 15:17:10+00:00,"Vendo TSLA en 430,64$",
32348,2026-02-05 15:32:10+00:00,"Vendo TSLA en breakeven. Si hay oportunidad de entrar por rotura junto a la EMA45, estaré atento. De momento el profit objetivo estaría por debajo de lo óptimo por la bajada de la EMA",
32326,2026-02-05 14:35:48+00:00,"Vendo TSLA en 399,21$ asegurando justo en la zona que hemos comentado de 400$",
32141,2026-02-02 14:47:45+00:00,"Vendo TSLA en 419,56$ asegurando un 1% de profit",
32062,2026-01-29 16:03:28+00:00,"Vendo TSLA en 418,81$ antes de llegar a la EMA45 en 1min asegurando un 0.7% de profit",
32054,2026-01-29 15:27:51+00:00,Vendo TSLA en breakeven para liberar riesgo al testear de nuevo los mínimos de día e invalidar el patrón de doble suelo que buscábamos,
32041,2026-01-29 15:08:56+00:00,"Vendo TSLA en 426,97$ justo antes de la EMA45 en 1min asegurando un 1% de profit",
32032,2026-01-29 14:49:57+00:00,Vendo TSLA en 428.99$ asegurando un 0.8% de profit,
31944,2026-01-27 14:56:48+00:00,Vendo TSLA en 434.75$,
31919,2026-01-26 15:41:01+00:00,"Vendo TSLA en breakeven, lateralización en mínimos y esto hace que las medias bajen entonces tenemos menos margen de profit.",
31911,2026-01-26 15:21:59+00:00,Vendo TSLA en 441.38$ asegurando un 0.7% de profit,
31831,2026-01-23 14:54:36+00:00,"Vendo TSLA en 448,72$ asegurando más de un 0,8% de profit",
31615,2026-01-16 16:22:33+00:00,"Vendo TSLA en 438,78$ asegurando antes de llegar a la MA200 en 1min",
31507,2026-01-14 16:24:58+00:00,"Vendo TSLA en 438,74$ asegurando un 0.6% de profit",
31484,2026-01-14 15:13:05+00:00,"Vendo TSLA en 442,68$ asegurando un +0.7% en máximos de día",
31136,2026-01-02 16:12:07+00:00,Vendo TSLA en breakeven con esta vela envolvente roja,
31127,2026-01-02 15:39:32+00:00,"Vendo TSLA en 447,05$ asegurando y cerrando el día en +1.2% de profit",
31117,2026-01-02 14:51:35+00:00,"Vendo TSLA en 453,75$ asegurando un 0.8% de profit",
31068,2025-12-30 14:52:56+00:00,Vendo TSLA en 458.03$ justo en la EMA45,
31046,2025-12-29 15:28:45+00:00,"Vendo TSLA en 466,40$  asegurando un 0,8% de profit",
30939,2025-12-24 15:41:50+00:00,Vendo TSLA en 480.17$ justo en la zona comentada asegurando casi un 0.6% de profit,
30851,2025-12-22 15:25:28+00:00,"Vendo TSLA en esa zona comentada en 490,67$ asegurando un 0.7%",
30810,2025-12-19 15:36:20+00:00,"Vendo TSLA en zona de breakeven, no me gusta el comportamiento y tengo un buen profit realizado de la operación anterior que no quiero arriesgarlo",
30783,2025-12-19 14:45:29+00:00,"Vendo TSLA en 485,52$ justo en la EMA45 en 1min",
30639,2025-12-16 14:37:58+00:00,Vendo TSLA en 470.57$ asegurando casi un 0.8% de profit,
30510,2025-12-11 16:04:45+00:00,Vendo TSLA en 443.09$ asegurando en la EMA45 en 1min,
30487,2025-12-11 15:10:15+00:00,Vendo TSLA en 444.04$,
30317,2025-12-08 14:48:28+00:00,"Vendo TSLA en 447,72$",
30156,2025-12-02 15:44:50+00:00,Vendo TSLA en 431.33$ ligeramente por encima de la EMA45 en 1min que era la zona objetivo,
29978,2025-11-26 14:48:22+00:00,Vendo TSLA en 422.95$ asegurando un 0.8% de profit,
29943,2025-11-25 15:31:49+00:00,Vendo TSLA en 409.50$ asegurando justo en esa zona,
29830,2025-11-21 16:12:41+00:00,Vendo TSLA en 387.91$ justo en la EMA45,
29817,2025-11-21 15:28:05+00:00,Vendo TSLA en breakeven al no ver esta continuación,
29699,2025-11-18 14:47:46+00:00,"Vendo TSLA en breakeven, la esperaré hasta el soporte",
29569,2025-11-13 15:10:47+00:00,Vendo TSLA en 415.01$ asegurando un 0.8%,
29506,2025-11-12 15:29:41+00:00,"Vendo TSLA en 433,96$",
29452,2025-11-11 16:13:40+00:00,Vendo TSLA en zona de breakeven y zona de EMA45 en 1min,
29398,2025-11-10 14:45:59+00:00,Vendo TSLA en 437.70$ asegurando un 0.8% de profit,
29331,2025-11-07 14:51:11+00:00,Vendo TSLA en breakeven,
29323,2025-11-07 14:43:41+00:00,"Vendo TSLA en 430,73$ asegurando mas de un 1.1% de profit",
29219,2025-11-05 14:49:42+00:00,Vendo TSLA en 448.02$ asegurando un 0.9% de profit en la MA200,
29148,2025-11-04 14:42:57+00:00,Vendo TSLA en 452.68$ asegurando casi un 0.9% de profit,
29027,2025-10-30 14:44:33+00:00,Vendo TSLA en 446.27$ justo antes de testear la EMA45 en 1min con una pequeña ganancia,
29001,2025-10-30 14:12:51+00:00,"Vendo TSLA en zona de breakeven, prefiero ver la situación desde fuera",
28906,2025-10-28 14:01:24+00:00,Vendo TSLA en 459.21$ asegurando un 0.7% de profit$,
28825,2025-10-24 13:46:04+00:00,Vendo TSLA en 444.21$ justo en la zona que buscábamos,
28798,2025-10-23 13:42:40+00:00,Vendo TSLA en 421.24$,
28766,2025-10-22 14:39:00+00:00,Vendo TSLA en 435.61$ asegurando un 0.6% para acabar en breakeven el día de hoy,
28473,2025-10-14 14:09:54+00:00,Vendo TSLA en 421.90$ en esa resistencia que hemos comentado,
28323,2025-10-09 14:54:05+00:00,Vendo TSLA en 429.87$ asegurando un 0.7% de profit justo en la EMA45 en 1min,
28247,2025-10-08 13:42:49+00:00,Vendo TSLA en 431.32$ asegurando casi  un +1.3% de profit,
28067,2025-10-02 15:11:27+00:00,"Vendo TSLA en 453,52$ justo en la EMA45 en 1min asegurando +0,8% de profit",
28048,2025-10-02 13:48:33+00:00,"Vendo TSLA en 461,18$ justo en la zona de medias y de posible resistencia asegurando más de un 1.2% de profit",
27933,2025-09-30 13:43:07+00:00,Vendo TSLA en 439.55$,
27798,2025-09-25 14:10:08+00:00,"Vendo TSLA en 429,83$ justo en la EMA45 en 1min y en la resistencia de 430$",
27728,2025-09-23 14:33:01+00:00,"Vendo TSLA en 434,71$ justo en las medias",
27554,2025-09-16 13:47:59+00:00,"Vendo TSLA en 415,52$ asegurando un 0,8% de profit",
27409,2025-09-10 13:58:43+00:00,"Vendo TSLA en 349,03$ asegurando casi +0,6% de profit antes de testear la zona de resistencia",
27372,2025-09-09 15:03:51+00:00,Vendo TSLA en 346.01$ asegurando casi 0.5% de profit,
27308,2025-09-08 14:31:02+00:00,Vendo TSLA en 352.42$ asegurando un 0.4%,
27293,2025-09-08 13:56:55+00:00,"Vendo TSLA en 354,90$, justo en zona de resistencia asegurando un 1% de profit",
27096,2025-09-03 13:58:01+00:00,Vendo TSLA en 330.76$ al superar los máximos de la cuña alcista,
26802,2025-08-26 13:43:32+00:00,"Vendo TSLA en 347,54$ justo en zona de medias tal y como buscábamos",
26689,2025-08-21 14:05:56+00:00,"Vendo TSLA en 323,18$ asegurando +1% de profit.
Operación de libro buscando la euforia bajista al perder la cuña bajista y tocar el soporte clave en 320$",
26649,2025-08-20 14:55:14+00:00,Vendo TSLA en 316.80$ asegurando un 0.5% de profit,
26625,2025-08-20 14:05:00+00:00,Vendo TSLA en 322.48$ asegurando un 0.8% de profit,
26587,2025-08-19 14:56:24+00:00,Vendo TSLA en 334.43$ asegurando un +0.5% de profit y cerrando el día en +1.5%,
26440,2025-08-15 14:06:03+00:00,"Vendo TSLA en 334,21$. justo en zona de medias",
26331,2025-08-12 14:18:56+00:00,"Vendo TSLA en 335.47$ asegurando un 0,5%",
26315,2025-08-12 14:10:54+00:00,"Vendo TSLA en 335.46$, no me gusta la falta de fuerza y además viendo a Nasdaq y NVDA en zona de posible resistencia. Prefiero verlo desde fuera y asegurar aunque sea 0.2%",
26103,2025-08-05 15:00:43+00:00,Vendo TSLA en 307.28$ justo en la EMA45,
26046,2025-08-04 15:02:56+00:00,Vendo TSLA en 305.14$ justo en la MA200 en 1min,
26040,2025-08-04 14:50:31+00:00,Vendo TSLA en 306.3$,
25989,2025-08-01 14:12:07+00:00,"Vendo TSLA en 303,01$ justo en zona de EMA45 en 1min asegurando un profit de +1,6% en esta operación",
25949,2025-07-31 15:06:15+00:00,"Vendo TSLA en 314,84$ antes de testear la EMA45 en 1min",
25898,2025-07-30 15:25:51+00:00,"Vendo TSLA en 318,62$ asegurando casi un +0,5% de profit",
25842,2025-07-29 14:13:40+00:00,"Vendo TSLA en zona de breakeven. No me convence estar tanto tiempo dentro cuando esta lateralizando. Si se da el caso de romper la tendencia bajista, plantearé una rotura si hay varias confirmaciones.",
25538,2025-07-21 14:25:03+00:00,"Vendo TSLA en 330,75$ para cerrar el día con un +0,7% de profit en total",
25528,2025-07-21 13:55:47+00:00,"Vendo TSLA en 331,20$ viendo la poca fuerza que tiene prefiero verlo desde fuera y realizar el profit de +0,4%",
25385,2025-07-15 14:40:56+00:00,"Vendo TSLA en breakeven, no tiene buena pinta",
25338,2025-07-14 14:15:40+00:00,"Vendo TSLA en 315.67$, justo zona de EMA45 de 1min",
25323,2025-07-14 13:52:46+00:00,Vendo TSLA en 317.51$ asegurando un profit de +0.6%,
25272,2025-07-11 13:49:47+00:00,"Vendo TSLA en 309,41$ asegurando +1% de profit en zona de cierre de GAP",
25206,2025-07-09 15:04:13+00:00,"Vendo TSLA en 295,25$ asegurando en la zona de la EMA45 de nuevo con +0.5% de profit",
25200,2025-07-09 14:41:03+00:00,Vendo TSLA en 296.42$ asegurando casi 0.8% justo en la zona de EMA45 en 1min,
25134,2025-07-07 14:06:25+00:00,Vendo TSLA en 293.57$ asegurando +1.5% de profit,
25120,2025-07-07 13:39:03+00:00,Vendo TSLA en 292.74$ asegurando casi +1% de profit,
25107,2025-07-07 09:32:15+00:00,Vendo TSLA en 294.81$ asegurando un 1% de profit,
25070,2025-07-03 14:37:39+00:00,"Vendo TSLA en 314,74$, justo en zona de EMA45 en 1min y asegurando casi +0,6% de profit",
25010,2025-07-01 15:02:34+00:00,Vendo TSLA en 300.25$,
24995,2025-07-01 13:54:53+00:00,Vendo TSLA en 302.62$ asegurando +1.6% de profit,
24845,2025-06-25 14:21:49+00:00,Vendo TSLA en 324.84$ asegurando +0.7%,
24826,2025-06-25 13:57:27+00:00,Vendo TSLA en 332.48$ asegurando casi +0.5% de profit,
24712,2025-06-20 14:40:32+00:00,Vendo TSLA en 320.84$ asegurando casi un 0.6% de profit,
24602,2025-06-17 13:53:23+00:00,Vendo TSLA en 323.59$ asegurando casi 0.9% de profit,
24525,2025-06-13 14:28:21+00:00,Vendo TSLA en 315.82$ justo en la zona de resistencia que antes ha utilizado de soporte,
24259,2025-06-05 17:09:49+00:00,"Vendo TSLA en 306,22$ asegurando +0.8%",
24241,2025-06-05 14:14:36+00:00,Vendo TSLA en 316.11$ asegurando casi +1% de profit,
24225,2025-06-05 13:45:54+00:00,"Vendo TSLA en breakeven, no me ha gustado nada la última vela de TSLA",
24191,2025-06-04 14:22:02+00:00,Vendo TSLA en 331.18$ asegurando un profit de +1%,
24100,2025-06-02 14:50:49+00:00,Vendo TSLA en 337.74$ asegurando +0.6%,
24016,2025-05-29 14:18:28+00:00,"Vendo TSLA en 361,90$ en zona de EMA45",
23793,2025-05-21 14:42:17+00:00,Vendo TSLA en 344.06$ en la zona de la EMA45 en 1min,
23675,2025-05-19 09:25:32+00:00,Vendo TSLA en 335.46$ asegurando casi un 1% de profit,
